證券代碼,年月日,收盤價(元),成交量(千股),成交值(千元),週轉率％,流通在外股數(千股),市值(百萬元),TSE 產業別,上市別
2002 中鋼,2025/6/16,18.7349,"15,262","292,665",0.097,"15,734,861","302,109",10,TSE
2884 玉山金,2025/6/16,29.097,"28,049","889,218",0.1754,"15,995,800","507,867",17,TSE
5880 合庫金,2025/6/16,22.0155,"11,206","277,196",0.0736,"15,224,211","375,277",17,TSE
1216 統一,2025/6/16,73.5842,"13,809","1,101,481",0.243,"5,682,015","451,152",02,TSE
4904 遠傳,2025/6/16,83.1527,"8,792","789,974",0.2438,"3,605,705","324,513",27,TSE
2881 富邦金,2025/6/13,77.6389,"45,910","3,971,393",0.336,"13,665,722","1,182,085",17,TSE
2882 國泰金,2025/6/13,63.1866,"133,771","9,203,153",0.9119,"14,669,210","1,012,175",17,TSE
2886 兆豐金,2025/6/13,37.9167,"23,771","969,015",0.1603,"14,833,378","605,944",17,TSE
2891 中信金,2025/6/13,39.0037,"68,081","2,897,990",0.3465,"19,650,381","839,071",17,TSE
2892 第一金,2025/6/13,25.4402,"23,811","665,375",0.1697,"14,028,750","392,104",17,TSE
2002 中鋼,2025/6/13,18.7349,"26,124","501,292",0.166,"15,734,861","302,109",10,TSE
2884 玉山金,2025/6/13,28.9137,"30,714","965,763",0.192,"15,995,800","504,667",17,TSE
5880 合庫金,2025/6/13,21.9708,"11,633","285,269",0.0764,"15,224,211","374,516",17,TSE
1216 統一,2025/6/13,73.8622,"12,327","981,789",0.2169,"5,682,015","452,857",02,TSE
4904 遠傳,2025/6/13,81.7668,"4,637","410,534",0.1286,"3,605,705","319,105",27,TSE
2881 富邦金,2025/6/12,78.5364,"51,000","4,471,095",0.3732,"13,665,722","1,195,751",17,TSE
2882 國泰金,2025/6/12,62.7288,"147,558","10,025,425",1.0059,"14,669,210","1,004,841",17,TSE
2886 兆豐金,2025/6/12,37.499,"10,823","436,970",0.073,"14,833,378","599,268",17,TSE
2891 中信金,2025/6/12,38.821,"62,921","2,670,866",0.3202,"19,650,381","835,141",17,TSE
2892 第一金,2025/6/12,25.4857,"10,783","301,205",0.0769,"14,028,750","392,805",17,TSE
2002 中鋼,2025/6/12,18.9789,"14,744","286,446",0.0937,"15,734,861","306,043",10,TSE
2884 玉山金,2025/6/12,28.6846,"13,502","422,025",0.0844,"15,995,800","500,669",17,TSE
5880 合庫金,2025/6/12,21.8368,"3,398","82,968",0.0223,"15,224,211","372,232",17,TSE
1216 統一,2025/6/12,73.3988,"8,188","648,204",0.1441,"5,682,015","450,016",02,TSE
4904 遠傳,2025/6/12,81.3972,"3,379","298,381",0.0937,"3,605,705","317,663",27,TSE
2881 富邦金,2025/6/11,80.8701,"140,435","12,308,652",1.0276,"13,665,722","1,231,282",17,TSE
2882 國泰金,2025/6/11,62.6372,"187,873","12,474,752",1.2807,"14,669,210","1,003,374",17,TSE
2886 兆豐金,2025/6/11,37.267,"11,427","457,593",0.077,"14,833,378","595,560",17,TSE
2891 中信金,2025/6/11,38.5013,"75,799","3,187,738",0.3857,"19,650,381","828,264",17,TSE
2892 第一金,2025/6/11,25.4402,"19,713","549,580",0.1405,"14,028,750","392,104",17,TSE
2002 中鋼,2025/6/11,19.0276,"15,220","295,612",0.0967,"15,734,861","306,830",10,TSE
2884 玉山金,2025/6/11,28.6846,"23,498","733,842",0.1469,"15,995,800","500,669",17,TSE
5880 合庫金,2025/6/11,21.8368,"6,375","155,536",0.0419,"15,224,211","372,232",17,TSE
1216 統一,2025/6/11,73.0281,"12,886","1,018,529",0.2268,"5,682,015","447,743",02,TSE
4904 遠傳,2025/6/11,81.12,"5,983","527,146",0.1659,"3,605,705","316,581",27,TSE
2881 富邦金,2025/6/10,78.7159,"98,244","8,656,242",0.7189,"13,665,722","1,198,484",17,TSE
2882 國泰金,2025/6/10,60.4394,"127,629","8,487,273",0.87,"14,669,210","968,168",17,TSE
2886 兆豐金,2025/6/10,37.1742,"12,934","520,185",0.0872,"14,833,378","594,077",17,TSE
2891 中信金,2025/6/10,38.821,"96,269","4,088,426",0.4899,"19,650,381","835,141",17,TSE
2892 第一金,2025/6/10,25.3491,"31,753","886,469",0.2263,"14,028,750","390,701",17,TSE
2002 中鋼,2025/6/10,18.9301,"20,639","401,328",0.1312,"15,734,861","305,256",10,TSE
2884 玉山金,2025/6/10,28.593,"22,288","695,721",0.1393,"15,995,800","499,069",17,TSE
5880 合庫金,2025/6/10,21.7029,"8,280","201,789",0.0544,"15,224,211","369,948",17,TSE
1216 統一,2025/6/10,73.3061,"12,957","1,025,682",0.228,"5,682,015","449,447",02,TSE
4904 遠傳,2025/6/10,81.3048,"7,341","647,291",0.2036,"3,605,705","317,302",27,TSE
2881 富邦金,2025/6/9,79.434,"93,110","8,227,162",0.6813,"13,665,722","1,209,416",17,TSE
2882 國泰金,2025/6/9,61.9962,"165,628","11,180,937",1.1291,"14,669,210","993,106",17,TSE
2886 兆豐金,2025/6/9,37.2206,"9,648","387,553",0.065,"14,833,378","594,818",17,TSE
2891 中信金,2025/6/9,38.3643,"40,960","1,710,979",0.2084,"19,650,381","825,316",17,TSE
2892 第一金,2025/6/9,25.1671,"21,818","604,345",0.1555,"14,028,750","387,895",17,TSE
2002 中鋼,2025/6/9,18.8813,"16,072","312,175",0.1021,"15,734,861","304,470",10,TSE
2884 玉山金,2025/6/9,28.5013,"20,707","642,774",0.1295,"15,995,800","497,469",17,TSE
5880 合庫金,2025/6/9,21.7475,"5,061","123,080",0.0332,"15,224,211","370,710",17,TSE
1216 統一,2025/6/9,73.3061,"9,486","754,289",0.1669,"5,682,015","449,447",02,TSE
4904 遠傳,2025/6/9,80.1037,"4,146","359,925",0.115,"3,605,705","312,615",27,TSE
2881 富邦金,2025/6/6,78.8057,"101,116","8,926,706",0.7399,"13,665,722","1,199,850",17,TSE
2882 國泰金,2025/6/6,60.7141,"214,946","14,338,659",1.4653,"14,669,210","972,569",17,TSE
2886 兆豐金,2025/6/6,37.3134,"10,217","409,694",0.0689,"14,833,378","596,302",17,TSE
2891 中信金,2025/6/6,37.9533,"64,746","2,697,667",0.3295,"19,650,381","816,473",17,TSE
2892 第一金,2025/6/6,25.0306,"22,112","605,814",0.1576,"14,028,750","385,791",17,TSE
2002 中鋼,2025/6/6,19.0764,"16,040","313,867",0.1019,"15,734,861","307,617",10,TSE
2884 玉山金,2025/6/6,28.3181,"22,934","706,092",0.1434,"15,995,800","494,270",17,TSE
5880 合庫金,2025/6/6,21.7475,"5,515","133,785",0.0362,"15,224,211","370,710",17,TSE
1216 統一,2025/6/6,73.3061,"9,349","742,766",0.1645,"5,682,015","449,447",02,TSE
4904 遠傳,2025/6/6,79.8266,"4,375","378,745",0.1213,"3,605,705","311,533",27,TSE
2881 富邦金,2025/6/5,78.1774,"97,016","8,503,436",0.7099,"13,665,722","1,190,284",17,TSE
2882 國泰金,2025/6/5,60.531,"190,275","12,651,757",1.2971,"14,669,210","969,635",17,TSE
2886 兆豐金,2025/6/5,36.8493,"18,800","749,410",0.1267,"14,833,378","588,885",17,TSE
2891 中信金,2025/6/5,37.6336,"110,362","4,572,715",0.5616,"19,650,381","809,596",17,TSE
2892 第一金,2025/6/5,24.7575,"78,700","2,124,826",0.561,"14,028,750","381,582",17,TSE
2002 中鋼,2025/6/5,18.9301,"15,076","293,467",0.0958,"15,734,861","305,256",10,TSE
2884 玉山金,2025/6/5,27.9515,"19,199","584,967",0.12,"15,995,800","487,872",17,TSE
5880 合庫金,2025/6/5,21.4796,"7,341","176,954",0.0482,"15,224,211","366,142",17,TSE
1216 統一,2025/6/5,73.8622,"9,035","719,721",0.159,"5,682,015","452,857",02,TSE
4904 遠傳,2025/6/5,79.2722,"8,528","731,408",0.2365,"3,605,705","309,370",27,TSE
2881 富邦金,2025/6/4,78.1774,"132,692","11,532,685",0.971,"13,665,722","1,190,284",17,TSE
2882 國泰金,2025/6/4,59.2489,"277,348","18,248,342",1.8907,"14,669,210","949,098",17,TSE
2886 兆豐金,2025/6/4,36.9885,"20,016","795,297",0.1349,"14,833,378","591,110",17,TSE
2891 中信金,2025/6/4,38.821,"158,279","6,765,351",0.8055,"19,650,381","835,141",17,TSE
2892 第一金,2025/6/4,24.3934,"106,249","2,823,206",0.7574,"14,028,750","375,970",17,TSE
2002 中鋼,2025/6/4,18.7349,"26,676","515,352",0.1695,"15,734,861","302,109",10,TSE
2884 玉山金,2025/6/4,27.9515,"31,415","955,494",0.1964,"15,995,800","487,872",17,TSE
5880 合庫金,2025/6/4,21.6582,"8,283","200,415",0.0544,"15,224,211","369,187",17,TSE
1216 統一,2025/6/4,73.0281,"16,941","1,342,400",0.2982,"5,682,015","447,743",02,TSE
4904 遠傳,2025/6/4,78.1635,"12,384","1,053,411",0.3435,"3,605,705","305,043",27,TSE
2881 富邦金,2025/6/3,75.0359,"66,346","5,469,786",0.4855,"13,665,722","1,142,454",17,TSE
2882 國泰金,2025/6/3,58.5163,"176,016","10,912,311",1.1999,"14,669,210","937,363",17,TSE
2886 兆豐金,2025/6/3,36.5708,"18,464","725,440",0.1245,"14,833,378","584,435",17,TSE
2891 中信金,2025/6/3,39.2778,"214,520","9,143,403",1.0917,"19,650,381","844,966",17,TSE
2892 第一金,2025/6/3,24.2569,"97,942","2,595,779",0.6982,"14,028,750","373,866",17,TSE
2002 中鋼,2025/6/3,18.7837,"20,758","400,790",0.1319,"15,734,861","302,896",10,TSE
2884 玉山金,2025/6/3,27.9057,"73,876","2,236,680",0.4618,"15,995,800","487,072",17,TSE
5880 合庫金,2025/6/3,21.3456,"8,350","200,065",0.0548,"15,224,211","363,859",17,TSE
1216 統一,2025/6/3,73.4915,"26,744","2,110,843",0.4707,"5,682,015","450,584",02,TSE
4904 遠傳,2025/6/3,78.995,"18,708","1,604,927",0.5188,"3,605,705","308,288",27,TSE
2881 富邦金,2025/6/2,73.4203,"68,838","5,581,177",0.5037,"13,665,722","1,117,856",17,TSE
2882 國泰金,2025/6/2,55.3112,"150,039","8,999,273",1.0228,"14,669,210","886,020",17,TSE
2886 兆豐金,2025/6/2,36.2924,"26,490","1,036,658",0.1786,"14,833,378","579,985",17,TSE
2891 中信金,2025/6/2,38.1816,"166,018","6,867,825",0.8449,"19,650,381","821,386",17,TSE
2892 第一金,2025/6/2,24.3024,"103,880","2,763,196",0.7405,"14,028,750","374,568",17,TSE
2002 中鋼,2025/6/2,18.7349,"46,970","901,325",0.2985,"15,734,861","302,109",10,TSE
2884 玉山金,2025/6/2,27.7682,"48,884","1,473,826",0.3056,"15,995,800","484,673",17,TSE
5880 合庫金,2025/6/2,21.3456,"14,257","342,180",0.0936,"15,224,211","363,859",17,TSE
1216 統一,2025/6/2,73.2135,"19,417","1,541,563",0.3417,"5,682,015","448,879",02,TSE
4904 遠傳,2025/6/2,79.3646,"10,926","940,246",0.303,"3,605,705","309,730",27,TSE
2881 富邦金,2025/5/29,71.4457,"52,766","4,221,632",0.3861,"13,665,722","1,087,791",17,TSE
2882 國泰金,2025/5/29,54.7618,"215,745","13,115,974",1.4707,"14,669,210","877,219",17,TSE
2886 兆豐金,2025/5/29,36.8029,"57,001","2,262,485",0.3843,"14,833,378","588,143",17,TSE
2891 中信金,2025/5/29,37.3139,"259,173","10,664,144",1.3189,"19,650,381","802,718",17,TSE
2892 第一金,2025/5/29,24.621,"165,352","4,470,734",1.1787,"14,028,750","379,478",17,TSE
2002 中鋼,2025/5/29,19.2716,"76,493","1,515,445",0.4861,"15,734,861","310,764",10,TSE
2884 玉山金,2025/5/29,27.31,"78,055","2,329,660",0.488,"15,995,800","476,675",17,TSE
5880 合庫金,2025/5/29,21.4349,"57,221","1,376,679",0.3759,"15,224,211","365,381",17,TSE
1216 統一,2025/5/29,73.7695,"21,567","1,728,171",0.3796,"5,682,015","452,288",02,TSE
4904 遠傳,2025/5/29,79.919,"19,406","1,683,280",0.5382,"3,605,705","311,894",27,TSE
2881 富邦金,2025/5/28,71.3559,"20,243","1,618,054",0.1481,"13,665,722","1,086,425",17,TSE
2882 國泰金,2025/5/28,56.0438,"134,495","8,332,613",0.9169,"14,669,210","897,756",17,TSE
2886 兆豐金,2025/5/28,37.2206,"32,116","1,284,471",0.2165,"14,833,378","594,818",17,TSE
2891 中信金,2025/5/28,37.5422,"194,365","8,030,421",0.9891,"19,650,381","807,631",17,TSE
2892 第一金,2025/5/28,24.4844,"73,607","1,983,307",0.5247,"14,028,750","377,373",17,TSE
2002 中鋼,2025/5/28,19.5643,"26,576","532,270",0.1689,"15,734,861","315,484",10,TSE
2884 玉山金,2025/5/28,27.7224,"30,581","921,824",0.1912,"15,995,800","483,873",17,TSE
5880 合庫金,2025/5/28,21.8815,"8,799","215,466",0.0578,"15,224,211","372,993",17,TSE
1216 統一,2025/5/28,75.345,"10,961","888,400",0.1929,"5,682,015","461,948",02,TSE
4904 遠傳,2025/5/28,81.7668,"9,188","810,511",0.2548,"3,605,705","319,105",27,TSE
2881 富邦金,2025/5/27,72.074,"17,761","1,432,444",0.13,"13,665,722","1,097,357",17,TSE
2882 國泰金,2025/5/27,56.9596,"141,733","8,965,939",0.9662,"14,669,210","912,425",17,TSE
2886 兆豐金,2025/5/27,37.1278,"33,967","1,359,428",0.229,"14,833,378","593,335",17,TSE
2891 中信金,2025/5/27,37.2682,"168,049","6,916,639",0.8552,"19,650,381","801,736",17,TSE
2892 第一金,2025/5/27,24.803,"65,730","1,789,261",0.4685,"14,028,750","382,283",17,TSE
2002 中鋼,2025/5/27,19.5155,"21,785","438,353",0.1385,"15,734,861","314,697",10,TSE
2884 玉山金,2025/5/27,27.6307,"27,428","827,811",0.1715,"15,995,800","482,273",17,TSE
5880 合庫金,2025/5/27,21.8815,"10,151","249,564",0.0667,"15,224,211","372,993",17,TSE
1216 統一,2025/5/27,74.8816,"23,464","1,899,777",0.413,"5,682,015","459,107",02,TSE
4904 遠傳,2025/5/27,81.3972,"8,896","787,441",0.2467,"3,605,705","317,663",27,TSE
2881 富邦金,2025/5/26,72.6125,"19,167","1,560,189",0.1403,"13,665,722","1,105,557",17,TSE
2882 國泰金,2025/5/26,57.6922,"99,805","6,478,835",0.6804,"14,669,210","924,160",17,TSE
2886 兆豐金,2025/5/26,37.7311,"23,387","943,705",0.1577,"14,833,378","602,977",17,TSE
2891 中信金,2025/5/26,37.7706,"130,538","5,510,199",0.6643,"19,650,381","812,543",17,TSE
2892 第一金,2025/5/26,25.0306,"57,151","1,558,070",0.4074,"14,028,750","385,791",17,TSE
2002 中鋼,2025/5/26,19.7107,"24,557","495,409",0.1561,"15,734,861","317,844",10,TSE
2884 玉山金,2025/5/26,27.7224,"26,335","794,046",0.1646,"15,995,800","483,873",17,TSE
5880 合庫金,2025/5/26,22.1048,"8,249","204,350",0.0542,"15,224,211","376,799",17,TSE
1216 統一,2025/5/26,73.8622,"25,005","1,980,937",0.4401,"5,682,015","452,857",02,TSE
4904 遠傳,2025/5/26,82.9679,"7,177","639,961",0.199,"3,605,705","323,792",27,TSE
2881 富邦金,2025/5/23,73.1511,"21,658","1,776,850",0.1585,"13,665,722","1,113,756",17,TSE
2882 國泰金,2025/5/23,60.1647,"70,895","4,715,237",0.4833,"14,669,210","963,767",17,TSE
2886 兆豐金,2025/5/23,37.7311,"22,512","904,427",0.1518,"14,833,378","602,977",17,TSE
2891 中信金,2025/5/23,39.0951,"122,713","5,281,122",0.6244,"19,653,277","841,160",17,TSE
2892 第一金,2025/5/23,24.7575,"40,533","1,095,921",0.2889,"14,028,750","381,582",17,TSE
2002 中鋼,2025/5/23,19.8083,"38,337","776,354",0.2436,"15,734,861","319,418",10,TSE
2884 玉山金,2025/5/23,27.5391,"23,615","709,004",0.1476,"15,995,800","480,674",17,TSE
5880 合庫金,2025/5/23,22.1048,"6,984","172,038",0.0459,"15,224,211","376,799",17,TSE
1216 統一,2025/5/23,74.0475,"13,622","1,088,452",0.2397,"5,682,015","453,993",02,TSE
4904 遠傳,2025/5/23,82.2287,"6,624","585,614",0.1837,"3,605,705","320,908",27,TSE
2881 富邦金,2025/5/22,73.5101,"26,189","2,135,933",0.1916,"13,665,722","1,119,223",17,TSE
2882 國泰金,2025/5/22,60.0731,"100,036","6,519,751",0.6819,"14,669,210","962,300",17,TSE
2886 兆豐金,2025/5/22,37.1278,"28,715","1,148,712",0.1936,"14,833,378","593,335",17,TSE
2891 中信金,2025/5/22,39.1864,"136,502","5,880,018",0.6946,"19,653,277","843,126",17,TSE
2892 第一金,2025/5/22,24.803,"36,459","988,938",0.2599,"14,028,750","382,283",17,TSE
2002 中鋼,2025/5/22,19.9546,"33,790","697,506",0.2147,"15,734,861","321,778",10,TSE
2884 玉山金,2025/5/22,27.5391,"19,442","583,532",0.1215,"15,995,800","480,674",17,TSE
5880 合庫金,2025/5/22,22.1048,"9,165","226,617",0.0602,"15,224,211","376,799",17,TSE
1216 統一,2025/5/22,74.5109,"12,975","1,041,134",0.2284,"5,682,015","456,834",02,TSE
4904 遠傳,2025/5/22,81.4896,"7,136","632,818",0.1979,"3,605,705","318,023",27,TSE
2881 富邦金,2025/5/21,73.1511,"31,151","2,535,963",0.2279,"13,665,722","1,113,756",17,TSE
2882 國泰金,2025/5/21,58.15,"68,991","4,356,245",0.4703,"14,669,210","931,495",17,TSE
2886 兆豐金,2025/5/21,38.1952,"34,518","1,413,026",0.2327,"14,833,378","610,394",17,TSE
2891 中信金,2025/5/21,39.2777,"134,205","5,716,212",0.6829,"19,653,277","845,091",17,TSE
2892 第一金,2025/5/21,24.985,"31,507","858,559",0.2246,"14,028,750","385,089",17,TSE
2002 中鋼,2025/5/21,20.5401,"36,495","769,666",0.2319,"15,734,861","331,219",10,TSE
2884 玉山金,2025/5/21,27.6307,"19,709","592,706",0.1232,"15,995,800","482,273",17,TSE
5880 合庫金,2025/5/21,22.3727,"8,125","203,005",0.0534,"15,224,211","381,366",17,TSE
1216 統一,2025/5/21,75.067,"15,240","1,234,124",0.2682,"5,682,015","460,243",02,TSE
4904 遠傳,2025/5/21,83.0603,"3,311","296,558",0.0918,"3,605,705","324,153",27,TSE
2881 富邦金,2025/5/20,72.433,"15,988","1,288,424",0.117,"13,665,722","1,102,824",17,TSE
2882 國泰金,2025/5/20,56.3185,"35,764","2,201,755",0.2438,"14,669,210","902,156",17,TSE
2886 兆豐金,2025/5/20,38.3344,"35,386","1,453,898",0.2386,"14,833,378","612,619",17,TSE
2891 中信金,2025/5/20,38.136,"73,593","3,049,917",0.3745,"19,653,277","820,524",17,TSE
2892 第一金,2025/5/20,24.712,"23,709","640,723",0.169,"14,028,750","380,881",17,TSE
2002 中鋼,2025/5/20,21.1256,"27,322","586,834",0.1736,"15,734,861","340,660",10,TSE
2884 玉山金,2025/5/20,27.5849,"17,727","533,057",0.1108,"15,995,800","481,474",17,TSE
5880 合庫金,2025/5/20,22.3281,"7,955","198,522",0.0523,"15,224,211","380,605",17,TSE
1216 統一,2025/5/20,75.5303,"15,773","1,294,852",0.2776,"5,682,015","463,084",02,TSE
4904 遠傳,2025/5/20,81.3972,"3,582","318,105",0.0993,"3,605,705","317,663",27,TSE
2881 富邦金,2025/5/19,71.6252,"29,641","2,377,547",0.2169,"13,665,722","1,090,525",17,TSE
2882 國泰金,2025/5/19,55.4028,"58,314","3,563,387",0.3975,"14,669,210","887,487",17,TSE
2886 兆豐金,2025/5/19,38.2416,"27,565","1,130,407",0.1858,"14,833,378","611,135",17,TSE
2891 中信金,2025/5/19,37.9076,"73,843","3,062,109",0.3757,"19,653,277","815,611",17,TSE
2892 第一金,2025/5/19,24.5755,"26,658","715,433",0.19,"14,028,750","378,776",17,TSE
2002 中鋼,2025/5/19,20.5889,"25,901","545,648",0.1646,"15,734,861","332,006",10,TSE
2884 玉山金,2025/5/19,27.5849,"25,624","770,785",0.1602,"15,995,800","481,474",17,TSE
5880 合庫金,2025/5/19,22.2834,"7,271","180,982",0.0478,"15,224,211","379,844",17,TSE
1216 統一,2025/5/19,76.9205,"29,423","2,422,691",0.5178,"5,682,015","471,607",02,TSE
4904 遠傳,2025/5/19,82.044,"3,843","342,696",0.1066,"3,605,705","320,187",27,TSE
2881 富邦金,2025/5/16,73.5101,"32,888","2,672,557",0.2407,"13,665,722","1,119,223",17,TSE
2882 國泰金,2025/5/16,57.6922,"75,349","4,653,274",0.5137,"14,669,210","924,160",17,TSE
2886 兆豐金,2025/5/16,37.9167,"17,925","729,042",0.1208,"14,833,378","605,944",17,TSE
2891 中信金,2025/5/16,38.3643,"82,425","3,430,135",0.4194,"19,653,277","825,438",17,TSE
2892 第一金,2025/5/16,24.2569,"27,937","740,933",0.1991,"14,028,750","373,866",17,TSE
2002 中鋼,2025/5/16,20.4913,"20,241","425,487",0.1286,"15,734,861","330,432",10,TSE
2884 玉山金,2025/5/16,27.5849,"44,237","1,328,126",0.2766,"15,995,800","481,474",17,TSE
5880 合庫金,2025/5/16,22.3727,"7,766","194,064",0.051,"15,224,211","381,366",17,TSE
1216 統一,2025/5/16,73.7695,"10,224","808,740",0.1799,"5,682,015","452,288",02,TSE
4904 遠傳,2025/5/16,82.3211,"5,943","528,773",0.1648,"3,605,705","321,268",27,TSE
2881 富邦金,2025/5/15,72.2535,"36,836","2,948,029",0.2696,"13,665,722","1,100,091",17,TSE
2882 國泰金,2025/5/15,54.5786,"56,862","3,385,588",0.3876,"14,669,210","874,285",17,TSE
2886 兆豐金,2025/5/15,37.7775,"32,869","1,332,749",0.2216,"14,833,378","603,718",17,TSE
2891 中信金,2025/5/15,37.5879,"85,283","3,497,663",0.4339,"19,653,277","808,732",17,TSE
2892 第一金,2025/5/15,24.0748,"13,518","357,256",0.0964,"14,028,750","371,060",17,TSE
2002 中鋼,2025/5/15,20.784,"24,281","514,503",0.1543,"15,734,861","335,153",10,TSE
2884 玉山金,2025/5/15,27.4474,"28,695","857,458",0.1794,"15,995,800","479,074",17,TSE
5880 合庫金,2025/5/15,22.2834,"5,927","147,731",0.0389,"15,224,211","379,844",17,TSE
1216 統一,2025/5/15,73.6768,"14,669","1,157,462",0.2582,"5,682,015","451,720",02,TSE
4904 遠傳,2025/5/15,83.1527,"8,425","748,936",0.2337,"3,605,705","324,513",27,TSE
2881 富邦金,2025/5/14,71.8047,"43,729","3,487,365",0.32,"13,665,722","1,093,258",17,TSE
2882 國泰金,2025/5/14,53.846,"47,605","2,801,360",0.3245,"14,669,210","862,550",17,TSE
2886 兆豐金,2025/5/14,37.1278,"19,709","787,998",0.1329,"14,833,378","593,335",17,TSE
2891 中信金,2025/5/14,37.0855,"76,552","3,098,064",0.3895,"19,653,277","797,923",17,TSE
2892 第一金,2025/5/14,24.1204,"20,119","532,273",0.1434,"14,028,750","371,762",17,TSE
2002 中鋼,2025/5/14,20.9792,"15,623","334,718",0.0993,"15,734,861","338,300",10,TSE
2884 玉山金,2025/5/14,27.2183,"25,875","768,686",0.1618,"15,995,800","475,075",17,TSE
5880 合庫金,2025/5/14,22.3281,"7,801","194,506",0.0512,"15,224,211","380,605",17,TSE
1216 統一,2025/5/14,72.7501,"15,508","1,215,574",0.2729,"5,682,015","446,038",02,TSE
4904 遠傳,2025/5/14,79.7342,"3,484","301,611",0.0966,"3,605,705","311,172",27,TSE
2881 富邦金,2025/5/13,70.9072,"38,567","3,050,331",0.2822,"13,665,722","1,079,592",17,TSE
2882 國泰金,2025/5/13,53.0218,"66,066","3,820,624",0.4504,"14,669,210","849,347",17,TSE
2886 兆豐金,2025/5/13,36.6637,"17,023","674,825",0.1148,"14,833,378","585,918",17,TSE
2891 中信金,2025/5/13,36.7201,"79,411","3,202,480",0.4041,"19,653,277","790,062",17,TSE
2892 第一金,2025/5/13,23.9838,"22,243","585,335",0.1586,"14,028,750","369,658",17,TSE
2002 中鋼,2025/5/13,20.8816,"17,971","383,162",0.1142,"15,734,861","336,726",10,TSE
2884 玉山金,2025/5/13,27.035,"25,469","750,177",0.1592,"15,995,800","471,876",17,TSE
5880 合庫金,2025/5/13,22.1941,"6,072","150,806",0.0399,"15,224,211","378,322",17,TSE
1216 統一,2025/5/13,72.9354,"13,159","1,038,826",0.2316,"5,682,015","447,175",02,TSE
